Length	GC
2074179	35.7274372173
1549666	39.2987908362
2036353	38.8603547617
5331656	66.038375319
2526590	38.294262227
2846320	32.814476236
1824527	32.5227853575
1038683	45.989488612
5554150	57.4878964378
1147152	39.0757284126
4603777	50.8023303475
4077847	64.0800157534
5321499	64.7141717024
4505211	57.2061774687
5128746	45.700625455
6642996	66.2150330965
3198265	59.808271047
1958690	41.1384649945
4870265	52.1963794578
4329295	56.9859988751
4701355	52.2483624402
9105828	64.059380432
5705437	38.3934657415
4765023	67.8847300422
4806848	67.123924035
4750331	52.190910486
5509528	50.5904680038
5357430	57.4613200732
5452045	57.3455464876
8274043	72.1251629947
3851214	34.3765108872
5054509	50.6531494948
5227858	60.2812471188
3321600	30.802504817
1512449	39.1437992289
5421267	66.8853609313
5398272	55.8640616849
2628784	55.7915370757
4336227	65.6015471515
4077222	64.0875331292
3386291	61.8984605871
816459	40.0076427598
4001000	61.2770307423
945296	25.4591154517
1330224	28.4319783736
2400952	45.2481349065
4643668	68.3722221313
3951920	38.9551154882
793841	30.8289695292
4736495	62.3167975476
801203	39.9753870118
4688189	55.6687880971
1846259	38.157430783
1633596	30.3830934944
4337945	39.3996927116
3624449	44.217921124
5100344	42.5940681648
5132068	50.6305255503
4685848	52.166907676
656901	34.5928838592
3576470	38.4785277103
6500439	66.3437500144
2261267	27.1027260381
1657054	30.4081218838
3207552	56.5943124227
2736292	32.3517373146
3858956	38.7874855272
4112692	67.7008149407
4524943	47.6286441619
9446314	69.4833879119
3385087	38.1421511471
4734438	54.6123953889
3288122	53.6388552493
4933618	52.1131753614
722585	27.5081824284
2721226	63.1383795392
5326657	55.191013801
2335107	52.1889146836
4152543	38.7320733343
4941214	65.2874779356
5687681	53.9560850899
2168495	51.7400777959
1791656	39.0444371018
3981712	38.840830276
6836415	66.0708134307
4798158	35.6979907706
5227079	35.3784781137
2137435	41.220996194
4405338	45.9630793369
1849742	69.5178570849
2697540	71.1638010928
1502102	29.7251451632
5222906	35.3741001657
3113488	55.6867731624
3075780	46.3392375267
2578146	37.8831920302
4817791	52.2038419682
1948941	34.9893095789
3043210	32.781438021
1038792	41.3265600813
2554693	34.9128447136
3203964	44.6491908149
2763181	51.3168337507
285352	20.9467604923
3572953	67.1470629477
3102677	67.3657296586
1039263	67.7602300861
2130580	39.5127617832
3347300	28.3790218982
3293456	45.038919603
6588339	66.4494343719
3964618	32.0203611041
5227496	35.3776071756
5097129	38.2568108439
1172721	30.1057966899
7119102	61.2878843427
2277550	51.4255230401
2049088	65.5099732174
1551335	43.4761673011
1910592	32.4771065722
1838442	32.0274449779
138927	58.8316166044
5072807	64.6761447853
922500	29.8259078591
9224208	63.6605657635
2955294	38.3645417343
2206644	39.8646088812
1841271	38.628480001
2181227	51.8862548465
5363581	64.5856005531
1896191	31.4155061384
2897190	38.0171131338
4102209	67.7104213852
4206343	60.5696206895
5263980	50.4645914308
4257407	67.7675167068
2054328	39.4278323617
5517674	46.0778762935
2835711	35.4566456173
2029669	35.3804980024
1174357	30.1016641447
4962103	44.7163228978
948516	29.2870125543
4103283	67.7099532253
1991969	34.7056605801
4834356	65.1132436254
4935567	50.9960456418
1038839	41.3263267937
4108752	67.706130718
2971983	62.6487432802
5127376	46.2834206034
2883376	46.7941052433
6487685	42.6906978375
3035622	42.239053479
3350619	53.9321838741
4052546	46.5525129141
4550811	50.7795863199
5410617	50.5143498422
4087343	39.0667237861
3218469	53.4117308571
5307114	57.4165921441
2904500	38.0414873472
1762596	30.251345175
2565321	64.2626790176
1634189	30.3831441773
5131397	50.5839442943
2815863	47.4809676465
5971615	60.3156767474
4889706	52.1547103241
5528136	50.5068254471
2559946	32.7074867985
2925783	63.5925835922
4142037	58.8013095972
2892474	38.0459772499
1125857	35.2074020058
998123	25.7004397254
5090052	58.0386212164
3198796	44.6644925153
2759328	32.8519842512
2237377	40.7471785041
5249875	59.4625014881
3474426	52.1976579729
3171081	31.5758569396
3136818	60.9165721441
816451	40.0109743267
2846866	32.8703563849
2284135	57.1087085483
1931057	60.4836625744
3345170	65.5015440172
1042522	41.3074256467
1673048	38.1332155443
2506301	44.4157345826
2207932	51.811740579
5349617	35.2873112225
2759457	32.850629671
2501097	72.9952496844
3599077	46.1946215655
4111644	67.7018000586
2738876	59.1735806951
2291643	60.1106716884
2510109	38.8184337812
7195716	66.3347052607
4350386	65.6556452692
2535690	51.7567604873
1744112	30.4278050951
5408208	50.5197285312
2928377	56.1087250719
2045775	32.5733279564
2488939	45.9771814416
5111920	50.6614931376
2033849	47.5617413092
3910681	64.0201796055
5167383	42.0488862544
5701501	67.810511653
4679081	52.1731297236
4215367	43.5165431622
3046210	32.9463825541
2138805	39.9299141343
2173607	51.7266460772
2004337	50.0792032478
3802844	54.6424465479
3883409	32.2828731148
1042903	41.3057590207
4285026	66.4777296567
4179867	28.6717974519
5723298	60.690077644
5235838	35.3997583577
5416383	50.5156300801
4250414	65.584858322
9902731	71.5785372742
4751447	52.1917638985
6137024	62.5341859507
2184682	39.7255985082
702511	31.6924574847
2695903	55.4700224748
2244857	51.5014096666
3787818	41.2815504863
3123671	56.2004769388
2699386	32.3662492137
5454003	57.170045561
4685659	52.1663228161
4783504	61.5739424489
6791731	66.1686100348
2612925	39.5879713348
5174928	65.1480561662
7053622	45.9534690121
4111640	67.7018172797
1634852	38.8287135472
1890465	38.6042587406
3694837	46.2345429582
2038535	27.0803788014
3120417	38.9487046122
3407860	61.5037883012
2500564	44.3691503197
4998584	50.7751995365
2919827	32.7853328297
4370138	65.64474623
821813	30.9637350589
1629484	30.5513892742
4103417	67.708326987
3090363	65.251816696
4110433	67.7026483585
3337035	38.6579103905
3641882	38.3444054475
4107557	67.7045017269
5231762	60.8266775132
4106500	67.7056374041
4755700	52.1566961751
953989	31.5947039222
4004792	38.9560306753
4191021	38.9448537719
6359369	72.7334268541
2934611	55.1468661434
4425860	65.5898062749
2199215	51.638652883
1745332	38.5159385148
1738543	38.181626799
4116415	67.7009971055
4108484	67.7046326577
6126864	58.9496845368
2172576	51.7304342863
4290252	29.0605307101
1860554	38.5573329234
5821603	40.9862884845
2645106	34.5578211232
5532470	66.1177918723
4128979	67.7184844001
4326849	57.2721396101
2981886	37.9802581319
3046533	39.7395662545
3764724	62.9691578984
4104288	67.7088693581
2173745	51.7343570658
5449314	50.6551650355
173802	14.8082300549
6988269	67.4030006572
3773444	63.3548026683
5295783	35.2524640832
4105291	67.7081843894
4923009	58.2628835332
3656170	68.7736620562
5066051	46.1917971217
4011552	38.9983976277
3570004	47.735436711
4822189	52.2492378461
5886036	35.1646676983
3447085	38.3469801296
2754755	53.0974986886
3995227	45.7053879542
4708380	44.6332708915
853092	27.7598430181
1038442	41.3269108915
4969893	64.8683180906
11142275	71.2792046508
3243537	67.7928754936
1905383	38.1753169835
4021072	39.0675919257
1171660	39.0619292286
1694430	37.4742538789
1660425	38.8756493067
3630528	35.6813113685
4593579	62.7879045947
5574863	62.6465618976
2052007	39.428959063
1818633	38.0016748844
6334378	66.5131604082
4138388	39.0234071817
4105380	43.4994568103
2339296	52.1896758683
2878854	32.7811691736
5386352	50.5230627334
2411324	46.0479802797
1935414	38.1823217151
4694375	52.2091226202
2163399	51.7736210473
4136986	46.2659530392
6777566	66.238927072
6186879	29.8234376331
1695360	31.3326963005
4105342	67.7074894126
6537648	66.2922047807
2882437	61.027144739
2613117	33.1613548111
818735	39.9745949544
4434904	63.408881004
3235324	47.1636534703
4110591	67.7029166852
2753527	48.8537065371
1856951	49.6863406735
4700560	50.7936713923
2174791	51.6466179969
3032624	37.9562715325
4818512	50.8959197362
2560222	60.9183109902
5330822	64.7043926809
2578115	59.3902521804
2950749	37.9932010483
3896121	31.9936418812
2759473	32.8517800319
1643938	30.2935390507
6837781	62.7381017321
3855671	49.7975060631
1594569	38.8188281598
1106197	41.0760470332
4150181	33.3448107444
1649284	30.3414693891
4235765	63.9479999481
2165416	49.4730804612
4792610	47.8658184163
3401189	71.2448793642
4615997	51.3327456669
1861754	49.6047275848
6181873	61.5240235443
6723378	66.1774483005
4376305	45.9226676386
8399509	71.992910538
1989865	44.094498873
4695619	47.5288561529
5065741	50.6041860411
1112957	28.92016493
2495108	37.4331692255
4196170	45.9908440316
1950469	38.3228854188
4799856	74.1445160021
897443	27.2166588853
4102201	67.7104071692
2153198	35.23577488
1043019	41.3067259561
4671261	52.0958901676
5029496	51.7372913707
2750634	63.9157008893
3236529	37.3337300546
2940913	37.9098259622
1545197	41.7470393743
4441591	65.6122997367
3350620	53.9321677779
4352825	65.4479562123
3222890	67.9287533859
5175550	64.7718599956
1269837	32.4538503761
5087638	50.6477072465
4663337	67.3783601743
1042717	41.309386919
837447	25.9077887914
9054831	71.7442655749
2372202	52.0977977424
2287777	51.4988567505
2852073	43.6871005756
2813235	32.9213521089
3192399	30.5505984684
2414726	52.0409769059
7480314	67.2214428432
1778058	36.4904856872
5501090	68.0747633651
5115410	38.6775449084
3957164	46.4402031354
5621728	45.7431416106
4825100	55.4174835755
4293048	29.0814824339
1898476	32.2686196718
1646139	38.8231491994
2978889	38.1594950332
7479014	45.8676504684
2031902	58.9007245428
5585899	58.995051647
3091050	28.3913233367
2762785	32.3884051781
3964912	39.1146890524
5503743	35.5917418382
6441449	59.8465190053
1802699	38.8306089924
2211039	62.6648828899
4107716	67.7070177198
3258499	65.0341767789
2749822	32.8200879911
5798534	61.8003447078
1913619	32.5367797874
752630	34.7822967461
2090292	35.4379196782
2796913	37.2982999471
2970275	35.2540758011
1016707	23.672208414
4207222	43.8234778198
4172609	38.8911829505
1469434	38.7431487226
5348368	57.5896796929
5448853	55.0735907172
8303940	72.2202352136
1963964	38.7670038758
4749385	37.3275487247
8545929	72.2274079272
4692801	37.3117888442
2894543	32.9885581247
2584158	67.676047672
1883067	36.0687644146
5492557	55.6625811985
2765686	61.6915658538
3419049	70.2106930904
2594799	74.7296033334
2250449	51.4048974227
2271688	40.4466194301
2231475	35.7505685701
5109767	50.7709647035
5347283	46.2833180888
1452335	47.2845452323
2395134	46.1162924496
4390306	65.6228973561
2454127	41.069308964
6283267	41.0420247938
2403454	52.0781758253
4065010	34.1342087719
5331134	63.9611947477
5061632	74.8406837953
1787436	39.0989663406
3957904	46.5344788555
2953920	37.9243513704
4134593	67.7029395638
1624979	38.9293646256
3406739	46.3501900204
3980886	39.1715311617
4405981	65.5932243012
2574824	44.9942598018
1725728	49.1869518255
4809836	50.7251390692
2886017	32.8370207106
3509786	64.8165443705
2802697	32.9485135211
3590853	46.197296297
6765883	43.6866111932
5423372	57.3646801289
3383728	40.3796640865
4975677	40.8001363433
3654829	52.6492757938
1586473	38.7049763847
4004759	36.3853105767
4803686	52.7064633284
2987124	32.9084430375
4114099	34.9583225878
3162432	31.4645184466
2032925	36.8286582141
2279990	65.0137062005
4414346	65.6066606469
4751206	52.191443604
4897485	55.4084800668
5322270	57.4542817257
4803751	50.7796095176
5163189	42.2014960134
9360653	72.1900598174
1607577	38.9986296146
2796894	32.8828336004
811088	40.0036740773
3934699	68.7843212403
3462505	66.9771451594
2998480	32.9105746912
2918170	37.9977520158
1729336	32.1292102865
4100254	67.7110978978
4794316	64.0833645509
2359009	58.6429725363
2110642	37.2189125394
8272925	72.6008757483
4916170	52.1690462291
6353406	44.3040787886
4801658	52.1659185223
1980887	41.3997365827
4966299	52.1817353325
3811479	32.1776927014
2370901	52.0980420524
3974275	35.6285360223
2947477	37.9830614454
6243825	66.5034333922
4376067	65.5859702331
1596366	39.0824535226
4779347	51.5050277789
2195266	51.6513260808
1886832	36.8342279546
2708311	58.7561029734
3155250	56.2713255685
2168698	52.5892494022
4001621	38.8665743208
1111520	28.9997480927
4050513	39.2052809113
2145445	38.7786682949
2664097	40.8060217027
817169	39.9782664296
2092071	35.5157162448
2755309	61.2108115641
4167153	46.0521607918
2897393	28.2490155806
2768102	42.692754819
1192498	23.9527445748
1589954	38.769360623
2859123	38.0536269339
1631373	30.390597368
2363423	52.0893636052
1739380	39.9204314181
2943218	37.9898464878
2783395	33.9007219601
2165165	49.4684700704
2400312	60.0642333163
4703373	53.6907661799
965525	31.6049817457
1980592	45.3068577476
1666051	30.3443291952
1516676	31.3896310089
5112249	50.7618858158
5232696	35.4741991509
1364757	29.7926297502
3003656	57.5417424632
1155937	38.8128418763
1042736	41.3104563379
1445021	38.2386830364
5608040	44.7536929123
976412	31.6319340606
4255625	55.440528712
751679	25.4965217866
5584358	53.4213243492
3462926	67.3527531342
5572075	50.5224893778
4661129	46.9591809195
3876276	45.8182544277
3212951	44.6446584464
1963012	60.6306533022
5271920	64.7869656596
4489455	44.2318722428
6006602	56.4486376823
2571427	35.2552882116
5289898	50.7332655563
3384766	59.1141307848
921093	28.464986706
4529105	66.0082510783
2861432	46.470857948
2483321	53.3110701355
4365995	54.8832053175
1642794	30.2903468116
3620701	57.3501374458
2974450	37.9821143405
4204359	50.7165063687
4464185	63.1941552601
4791723	52.0829563812
2381741	34.9981379168
2467205	66.6362138533
2367956	52.097082885
2022507	32.5278973076
1390397	40.7464199074
6967790	51.544994898
4929051	50.6461182893
3863450	28.2053346103
5831209	50.5170540106
1785310	30.2930023357
4882039	55.1436602616
3776653	59.6245140869
2558858	40.8835113164
2025732	42.2378182306
4668621	50.8678258526
2452467	62.290460993
816404	40.0108279724
920079	28.488858022
2950820	37.9928968897
2725654	32.8305059997
3768695	62.9766006535
1893327	33.3961856563
4103215	67.7095643294
1744171	30.2294901131
2257487	40.4048838376
2222466	40.4185260877
1915154	58.611735662
5145749	50.5153282836
4055461	39.676105873
4595065	47.6500767671
4919373	42.3791405937
5491311	35.2506896805
4104234	67.7086394197
3973763	39.0350657551
6342034	66.4610596537
2434569	53.3764703321
2488635	53.4785133216
4352101	29.9365524835
4640005	61.7135326363
3573470	47.7202551022
3931222	35.7648334284
2658507	41.0629349481
3447725	62.6421770878
3992906	28.310859309
4751226	52.191834276
2606748	52.4473405178
4116920	67.7063192872
2310415	52.1492459147
2366980	60.2360391723
816378	40.0073250382
5166100	64.1380344941
3165038	60.2115993552
5566749	65.2790883871
2365075	52.0980518588
2803594	32.8144160674
3704284	38.9954441938
2220606	52.2750096145
4746969	52.1825400587
4073006	67.726342657
4526803	53.7299944354
5101809	58.6330064493
1627009	28.6134250026
3223596	44.5991991552
2886481	36.9573193103
1593985	33.6392124142
2184066	35.0059476225
6048425	68.3564233664
2116312	43.7801704097
4547930	63.92842458
1290368	32.4056393215
4117900	46.111634571
818772	39.9738877245
5178466	64.7483443939
2425237	34.9684999858
4421911	57.1400238494
2008987	30.5137863013
3566135	68.6684043089
5248049	62.7694215508
2911639	38.0630291049
4731596	52.1696695999
5280350	54.8470840001
2702201	41.0745166625
2907309	53.0376028141
4376707	72.2558535447
3783444	45.443067216
602646	51.8291003342
2183430	37.3867263892
5284595	55.3299354066
4621164	50.7889787075
7225339	48.1461977078
2910005	32.9743076043
4978170	50.817328456
6545536	67.5567287385
2313256	42.2306048271
2827741	36.9368340311
3705021	61.9302832562
6439609	58.6735002079
3516334	38.3775830169
3963726	46.3733618318
1669886	31.3215393147
1718982	30.505496858
4683636	50.8426786369
4830607	52.230082058
3821831	59.8412645666
11388132	68.7090999648
3752836	32.2622411424
2373708	35.7973685053
1617804	50.9115442909
6021225	70.8334267529
2664662	32.909277049
