Length	GC
2702173	61.0722185441
1874337	42.2122062361
4365796	63.2849771267
4933631	52.1133623492
816498	40.0068340645
3696428	62.6895208022
2664102	55.7623544444
4803944	50.7746967908
2978976	44.8748831813
912160	28.1228074022
2804759	32.9127386702
3674849	41.4243959412
3745629	62.3994795
8384669	72.6443226322
2884293	35.4514260514
4646998	56.2873924198
968791	27.0133599507
4308349	67.3151362622
2403533	52.0805830417
1044326	41.3039606406
632672	31.6345594558
4070380	43.8113886173
4109506	67.7035877305
906833	29.4886710122
2901846	52.2530485767
2264056	60.0040370026
3995387	28.3088972357
5083176	35.6007543315
5375858	56.3359932498
4689441	47.530377288
1161055	23.9591578349
2862391	55.4380586021
4763557	52.1958486064
4724791	60.5368152792
2146723	52.3391699814
3515377	38.3986980628
3977071	39.0825559815
1211703	23.9656087342
709850	37.9512573079
3018755	62.3346048288
2454929	32.2736013954
5129938	50.7907113107
2110355	48.4580082498
5221581	35.5937406697
2335323	52.1881555571
5488183	50.8788063372
5347911	50.6039648005
1279798	32.5718589965
5237856	57.4892093253
1870206	32.478293835
1899956	38.9245329892
4898349	65.0007992489
5228656	35.3793976884
4633407	55.1819643731
2221315	39.4885912174
5148708	64.9570338811
5373057	57.3601955088
538294	43.5187834158
3222077	42.5366308751
4175482	43.2337871412
3929772	46.4989571914
1851618	47.0534419086
1557536	28.4688764818
3362333	41.5154596526
4594697	39.0559159831
6370730	66.4146651954
3008047	49.6310396746
2798022	32.8879830109
6517340	66.209128264
5896839	35.3623356514
2288919	58.6521410325
1684743	31.3821752042
2673451	32.5273214284
4532950	63.2301040161
1080953	41.5105929675
1038313	41.3266519826
5373055	57.3602168599
4265296	40.4917501622
2923112	44.1160653441
3308273	44.4668864994
4077332	37.1117436598
4930963	55.1220927839
3953361	46.6246315477
3544332	52.2233244515
4072208	35.6472950301
4140370	67.7050843282
3254946	44.5733661941
4661157	50.8479547031
2124771	46.8289053267
4883499	52.1783049408
4426159	61.5267097273
4528118	50.8008846059
6377271	61.5565027737
4411128	65.6129225903
3062470	39.753662893
905949	28.3138454814
4792200	50.7292475272
5419036	35.3035669075
4641140	61.3372361101
3781904	61.5022486028
2619061	38.856063299
4689436	47.5304492907
4944132	61.3045930003
5033359	50.7074897698
4108479	67.7047880736
3368319	38.3334535714
2337920	52.1836076512
4104286	67.708293233
5134500	51.6891420781
9136536	63.9588242196
3806980	65.3676404919
3555109	65.7424005846
1714148	37.438307544
2443169	41.0715754825
4831746	64.0557264393
4245829	35.5204601975
1932306	38.0782339857
1617826	38.8250652419
2897335	38.047481565
1652982	38.8941924352
5665360	35.3110128924
2966978	29.7703589309
3124048	61.5231904247
5017766	63.9202585374
3874646	57.3348120061
4686331	64.3270183007
5396991	64.2255101037
13047416	71.8086554456
4857473	52.2216386998
5600718	57.2693536793
4419839	65.5999460614
1467695	38.4166328835
5665081	68.9520944184
5878756	67.2908179894
2810721	53.1952833454
5193164	50.8906708897
916945	28.8864653823
2698725	46.5143725278
4652019	43.6315500861
3130594	56.1040492635
3032624	37.9562715325
1171667	39.0622932966
5229506	35.4444186506
2839870	38.2459408353
4285951	41.5456686276
5313102	63.5484506038
3552226	46.4871041426
1118751	26.8595067178
4933707	52.1135730192
2166384	35.0066285571
4107435	67.7058797035
7472530	73.1504724638
977612	31.3958912125
5202069	37.3085401212
4103534	67.7110753804
2172426	51.7294029808
2779609	58.834174159
5125866	59.7378082065
1846477	38.6062756265
4685848	52.1660967236
3595718	58.9812660503
3593204	64.2986593581
8371686	47.1331222886
138931	58.8313623309
4627176	39.9970954206
3264334	70.5991482489
2112148	39.7670049637
4589485	61.9869549634
4168266	43.2192907075
5461741	41.243112773
2904228	38.0278339028
5402276	50.6662192009
4609911	52.2034373332
5715815	64.4389120362
1961306	46.2115039673
2650701	42.8002252989
906707	28.5406421258
4640929	52.2316329338
4685848	52.1673131523
5213998	50.7805526584
1159772	31.0539485347
4200387	58.7185180794
4271158	34.3901817727
4123013	63.6943177235
2422150	35.2939743616
5041568	65.9961742061
4875340	72.9479995241
4660432	50.776988056
5521782	35.2364146212
2682626	38.5785420703
3826505	38.9111735121
2421115	59.0840996813
5173145	64.2070345989
2480603	59.8199711925
4112738	67.7011518847
3918589	46.4756574369
3959897	46.4461828174
1635803	30.5398021644
3047373	51.589549425
3153266	28.2943779561
1809624	35.673377453
4833991	52.2423190279
2902643	60.656098597
1085764	23.918549519
1860551	58.5925889696
2721810	58.8340846716
4599166	61.6422629668
1862322	32.2946837335
1814252	31.1670043632
2369219	64.185244167
5012253	50.7381610625
4972148	43.5067902243
4399120	65.611804179
4105638	67.7088920163
4534590	47.5840153134
4987957	50.7196032364
6976764	60.7552011219
4641652	50.7907098593
4725662	62.3469050474
1139203	52.7868167482
817156	39.9834303364
2127839	35.6224319603
5749410	29.6070727257
4105350	67.707698491
3993083	28.3032183403
8201357	72.2186096764
2172699	51.7378615261
3733228	42.4026606465
2173408	51.729863882
4727085	52.2714950123
636850	27.1417131193
2419762	35.9976724984
4108953	28.7820522649
4572929	52.2601597357
8264687	64.9201476112
1600345	38.8036954532
1170935	30.0974007951
4887515	50.796549985
919992	35.333568118
4107439	67.7053025011
1863286	41.6715952355
817126	39.9779226215
817313	39.9807662426
4723306	47.5375933721
904387	28.3147590578
5149788	58.2311155333
2039414	38.8787661554
6038347	50.8141383726
2350911	37.6361333968
3862530	38.8240350237
4198652	66.8485504395
4106396	67.7067189818
606227	44.5974857603
2131046	43.1390969505
2753539	33.0097739672
2392314	62.5880214721
6683204	66.1581780236
2277540	40.0287151927
5313576	57.4970415404
4911496	50.8326383652
1169374	39.047216716
2337763	52.1821074249
1424912	44.7701331731
3409009	38.3280008941
3989393	46.6780535284
3778345	65.6278608756
2051896	64.6975285297
5139339	42.0865990743
2064620	51.6724627292
2137782	40.4672225699
1910031	32.4750226567
4106377	67.7066913243
1780517	37.8888828357
2782313	32.9404348109
1138011	52.7734793425
756845	39.2706564752
3679105	62.7471083321
4307096	57.8503706442
2622031	34.8347521444
2535346	53.6212019977
1407418	47.0035199209
5546041	56.0705555549
1022154	31.5949455757
5341039	57.2307373153
4155278	28.2110125965
6841557	68.1339350092
2569486	35.7182720591
5051681	51.3100490708
1042393	41.3030402161
4398812	65.6130791677
817216	39.9813513196
5478335	57.1095962551
2647552	35.9501531981
9045424	64.2244188885
4704371	52.2226457055
4386132	65.5976381924
5073712	57.5190117216
5034688	59.6539646548
2344824	34.5038689471
5342933	35.3359849356
2595888	33.8164050221
4637555	50.870275393
4605135	50.7772736304
643517	25.4398873689
1836297	33.120568187
2904642	53.0342465612
2748537	32.827245913
6985102	66.0004964852
3019213	30.7272458088
2026850	37.5881293633
5279134	47.5373422989
4812386	39.034379204
4929789	52.0354522273
1755151	60.5097795005
833125	30.1742235559
2947293	37.9779682577
112091	17.1289398792
6268270	63.4359719667
1175131	26.3615716035
4355543	70.461271993
4674975	63.9031652576
4935294	50.8882145623
1633212	38.8065358325
3263775	66.2380525618
4385578	65.615296319
2250607	35.8766768254
1841952	35.4759515992
5341557	64.9276980476
4411216	65.6039060431
4377544	56.8879261979
3064393	68.4432773473
3613807	63.3853993863
4685848	52.1654564979
4947532	50.7918897745
5949001	61.0479305685
5497872	57.0919075599
2084511	35.3997652207
2146611	39.9791578446
4147141	67.7099235353
3376475	59.0631946038
4422837	47.1904345559
4474074	61.3508627707
615380	24.1356560174
5011264	69.104361694
3539447	62.5122229546
4575057	62.5217128442
5349645	69.4395983285
4594249	64.7922435201
4798660	52.0841860019
2341251	27.0451566278
6306386	68.0763435667
2803668	41.6705187633
1632718	30.3849776875
5389285	64.8707574381
2667837	59.1461547313
4686200	43.6317698775
4103242	67.7093868702
6383492	66.2329803186
1111496	28.919402319
133698	46.7710810932
3207539	54.2835176751
3624641	46.2760587876
1111523	29.0002995889
4142593	43.4735683665
2340989	60.1060064785
2971517	55.7190822062
2530683	53.704987942
1268201	32.4468282236
3618700	62.2727498826
2218541	35.7499816321
5254865	65.3770172973
1933695	60.4903565454
3584631	59.1047446725
1859720	32.3057772138
5380816	39.51025272
5521023	67.9507040634
7120854	70.0874220985
1552607	34.7522586205
5404117	65.4412922592
1872918	49.6801248106
1650561	38.9296730021
4105288	67.7076492563
2979257	64.7166390815
1629790	30.3998674676
4574284	50.9177392571
5366370	65.6755124973
5172098	51.6627875187
6257473	55.7451706144
3960308	38.0946633444
1967774	47.0576397493
2171975	51.7420320215
4039155	43.8480078135
1864998	49.7190345512
4702741	52.1691285997
1814952	38.2961092084
2804968	37.9903799259
902191	28.6363973926
5696307	65.2393910651
4108484	67.7046569976
2003803	34.1289038893
2831848	33.0053378571
3569196	47.734391723
3908399	39.0844435279
5442880	55.96114557
3416875	38.2935869764
5306618	57.4415380945
3436178	38.3418146557
4744671	47.6103822583
2403550	52.0805891286
2560354	60.0104516797
7579488	70.5679064338
4862913	51.9317536629
4679401	52.1729170037
4113730	67.6998247333
4798993	52.0286443427
6504659	66.37337945
2635294	35.2518542523
1337486	47.5885355062
4678418	52.1701139146
2736560	32.7833484375
1634243	37.8824324167
5189944	50.7217611597
4584103	58.5808390431
1641481	30.5485716862
3073079	47.292048138
5056072	50.6427519228
1975503	38.088628567
1287740	32.4687436905
4106379	67.7069262238
2839551	52.3910998605
1886888	32.1719678116
5030517	53.1874159256
1895727	32.1581113736
6056618	66.5338477678
2274482	41.2995134716
6221273	38.1460675331
112031	16.6168292705
5828404	54.4263232267
10657107	70.9692696151
4324292	44.9488378676
2370761	52.0963100034
1172064	39.0622013815
2951611	46.2024297917
9490432	69.1669357096
10319054	71.0104240176
4786065	69.3115534369
1984441	36.8947728857
6229565	54.9147332117
1893733	32.1571203543
641770	26.2980507035
2566424	34.6327029361
5282232	43.187633561
1949874	52.2107069482
1894186	32.1497466458
5124810	64.838930614
1493693	35.3331641776
2999895	48.4625628564
1012800	31.469885466
4598466	61.4291592022
4855460	50.681006537
4679413	39.7611409807
900755	28.7028104201
4843789	37.6216016016
3450609	52.3909257757
2074802	39.8943610041
3629225	50.4437448767
3412428	41.5059013699
1615700	36.0741474284
4242774	45.8546931795
6237577	57.9098742989
1166239	39.3753767452
3544776	52.0861967019
5407749	57.3586532955
3197759	44.6609015876
3936291	39.3799899448
3141542	39.7401339852
1791508	29.3615769508
2199793	39.8806160398
5959964	61.8619340654
2745278	55.6615031337
1636029	30.5108894769
5207023	59.877957136
3419817	38.2954701962
5229224	35.3775435896
1038864	41.3283163147
5302683	35.3990423339
2913900	32.8028072343
3471292	49.0270193346
4109740	45.8756271686
2212415	45.4948551696
7497593	65.5967455155
4664102	50.7375053118
6621848	62.3403919873
4117023	46.0985522792
742431	31.0761538783
2125753	49.5577331891
5402281	50.666394436
5520319	57.2739546392
3659644	27.3612406015
4106400	67.7065799727
4085301	57.6569755815
1776391	33.128573608
4239731	61.9734365223
1675112	30.5181384887
5443009	55.9614360366
1003404	29.3147127179
6286629	69.7738167784
5348589	57.5308366375
4006002	46.4036962538
4178958	39.2710096632
977257	29.3008901446
5057531	45.8260760043
4488371	52.3572137865
1634523	34.2215435329
4110074	38.7252638274
2292360	40.9755448533
4631469	50.7787054172
3864326	58.8510907206
2368140	52.111108296
1192232	34.5034355729
4490371	66.6395048427
4580689	52.2010335126
1089202	23.923661543
1996214	37.5569953923
3284622	44.5486269044
2799802	32.8503587039
4398525	65.5992633894
6431911	66.3476375839
3851242	64.3243919754
2501382	41.1378989694
4726694	52.2540913374
4659530	47.6213909987
1938606	60.4837702968
4542863	48.7852484215
2246262	44.0465537858
5283836	50.5917481163
2311380	65.5075322967
2335773	52.1793855824
276511	21.1326131691
4109547	67.7037396093
2860382	32.5329973409
1622903	38.5684172129
4104251	67.7082371424
2572575	32.1971565455
1257005	32.4674921739
2038034	41.4425372688
4936576	50.6722068089
9673108	43.5184844416
2218818	52.4123204337
3249394	62.3636284181
2811435	32.8069117728
3809831	28.8078395078
2486042	32.7335177764
3530383	55.2932925408
7718525	51.0781140179
3803317	39.162473178
5922748	70.6193645247
2153652	41.7244754491
5522044	57.4666373538
3545003	38.3886558065
4174118	63.2135699087
3363658	38.3857990319
3659523	44.5456689301
2679642	32.86636797
3840209	64.9028998161
2907267	53.0374747142
1769925	38.2304334929
647830	28.4900359662
2096866	41.2358252745
1114206	32.6575157556
1424506	52.0377590547
2801188	32.8856542296
2184406	51.8091417072
3860570	66.9452956429
4225498	44.9676227512
2433653	49.6046067373
3760463	59.7343997268
4106397	67.7067268459
576118	28.462051177
2162376	51.7736970814
8193889	63.5264402532
4107434	67.7057744568
4879400	52.1900848465
1722347	38.1863817222
4558953	50.8326144183
2403402	59.0030714795
1833666	35.5584386688
2939512	68.6779302143
4976908	51.7360578094
4636964	64.2743614141
3097773	44.8043158747
6398096	69.7234614798
4124236	67.7327388636
4666454	44.0933522542
1943113	60.4853654934
5123664	64.8388340844
5102554	50.617533886
3569561	47.732284166
2759512	32.8510983101
4111645	67.701686308
4690402	52.2525361366
3869935	37.488174866
2948795	53.319474565
4398888	61.7080498526
4109174	67.702316816
5293301	57.4637263213
2149374	38.2044725581
2169790	51.7461136792
4878509	55.3670393967
2477838	59.8148870104
4101532	67.7083099681
6430384	66.889597884
3095417	54.6620374573
5770602	50.5876856522
4111652	67.7017412952
3210113	53.253140933
986257	31.6470250655
244618	22.4754515203
3824196	32.113965916
6841649	73.3212709392
3453407	38.3243562082
1188848	23.9232433415
2444904	31.4137487607
4558947	50.8326155141
2681844	41.0384422062
1634138	38.6656451291
2210370	62.6471133792
2900381	32.8848175464
1365714	29.7942321745
5043228	50.553316249
4009746	46.4936931167
2375792	60.1460902301
1931047	38.230348614
4711160	52.157239406
4685848	52.1654351571
4457472	44.8685263755
4940217	63.7012908542
5457398	35.2935959591
4649146	43.6098371615
4308833	44.9302862283
5264852	57.5591298673
3293944	38.1716568345
5480261	55.9272998129
4107607	67.7055765072
3000694	27.0627394863
10138651	63.3128411265
2530294	35.7402736599
1461973	46.9424537936
4019861	46.5065085584
1889783	32.2514278094
2548351	40.9041768579
5158276	64.8209014019
6131060	67.9936585191
3436578	38.9911417695
4395537	66.2797287339
2256675	27.0677434721
2872916	32.7562657592
2832144	32.9234671683
1872821	68.5418414253
1161434	38.9596825993
4587455	53.2585714737
2098685	51.4690389458
4265546	74.6047516543
4605301	50.7774193261
2871159	54.8267093533
3974606	39.0224590815
1672837	30.5250900118
3916274	59.0387189456
4735534	47.135296674
2904662	38.0376098837
5227292	35.3759460922
4106502	67.7055070228
4104309	67.7086691085
2244624	58.8673203173
5169161	63.1862114568
2988673	37.4777033152
4574859	65.2893783175
4901865	50.8269403584
4915960	52.1397244892
7122173	62.6398853271
4298263	29.219198546
1667638	38.8749836595
1709204	31.2104933057
4305104	41.2517792834
3860091	41.3224455071
7215267	53.8697459152
6000087	62.4612109791
4709528	57.4739336936
4516690	61.3095873305
1667867	38.8734833173
5442549	55.9605802355
4690430	52.2714335359
4610863	38.158865271
1898865	33.8662306167
2013587	36.8465827402
4106385	67.7068516469
2586443	27.8969998566
4856438	52.2000898601
4105340	67.7075223977
4567418	63.8784976545
5599729	58.9895868175
5373056	57.360187573
4122649	67.7241016638
4991806	51.1320552121
4765647	50.6552835323
6226409	41.1017490178
3079196	46.3356993189
2458610	54.9628448595
3530414	28.3757089112
6031212	62.013140974
4796421	50.8277109119
4174830	43.2311255788
5107814	28.6623788572
816496	40.0110961964
1938483	60.4821399001
5310365	41.585691379
2069994	50.5801466091
1025839	41.2762626494
1907923	41.5863742929
816402	40.0114159446
1512977	27.4788711263
3982168	46.4725998501
2773157	28.4896599796
4904981	54.461882727
3910324	46.5994377959
5102172	50.534262663
3410035	52.0623981865
3788814	65.4468654307
1891796	50.0951476798
4046453	62.1965706756
3949527	66.5997219414
5229495	62.7152143754
4108494	67.7048816428
4103277	67.7096379309
3117902	69.9742968188
1552775	34.7517186972
817231	39.9806174754
5547323	50.478005337
3935688	39.0069029862
3032608	61.6604915637
2728308	32.8584602618
4558660	50.8047320923
1890857	58.3129766027
2786256	61.5027118829
2331981	41.2123855212
2884966	46.7778476419
5380888	64.9276662142
4350553	68.9392589862
5600717	57.2693996144
5039763	63.7177978409
1441139	43.2902030963
2494578	60.0275878325
2862526	63.4592663962
832603	26.9392495583
5179353	64.6635400213
3798465	36.6107625054
3282536	52.8911183305
4913259	50.6579237936
3734239	56.6457315667
4096713	67.7061829813
4106388	67.7065830116
5428751	50.5295232734
1183732	36.5535442144
2990900	46.7628138687
5226939	35.3766707436
2032698	63.2597168886
1298316	34.7019523752
3233068	54.7172221556
5165513	47.3188239
2934954	46.7845151917
8243179	72.0148258336
3475610	67.4089440415
4534244	47.0106372749
2976212	38.1936837833
4480937	44.868718306
6864436	68.2733730783
4826045	64.1495468857
4856574	50.7135276843
1838212	39.7226761658
5529134	52.7469762896
4024986	55.5479199182
2994661	38.2387522327
4815602	37.9541540185
2744800	65.8715024774
2007491	41.2995126753
1969245	42.7170819273
6712339	66.0891829212
2500626	32.1204370426
3018238	48.0775869895
7499459	66.924560825
1007172	29.070109177
4280403	35.0501810227
817045	39.9768678592
1754867	30.287822382
2769573	32.9332355565
1631266	30.3908743271
4472079	47.7047476129
2894716	38.0362011334
2170619	51.6319077646
5991225	60.5985754165
3699310	60.9000597409
1668425	30.3312405412
2974403	37.9572976493
1528980	31.6282096561
5123810	64.8382551266
1746718	41.7603757447
5183048	68.3518655432
5822419	68.3446691143
2438589	35.8557346072
2974229	45.4511068247
1645188	30.286022023
2802354	42.2147237644
3032624	37.9563045073
2362816	34.5127593516
904246	28.3047975883
2195573	51.6545794651
5237682	35.4053377047
1641480	30.5485902966
5214168	64.2252416876
5731541	61.7416502822
5503156	65.155339954
5486830	35.3758363208
1795609	38.4998070293
3876919	43.9057148215
2234828	54.1644815619
1892782	32.1563708869
2265927	40.0203978328
4653970	48.9651415888
2158359	45.9121953299
4906118	61.1729885013
5705448	68.4534150517
6460023	65.9550283335
1267197	32.4412068526
2359360	71.0823274108
4694842	52.1949620456
815909	40.0007844012
3963217	39.0222892161
1112101	28.9896331358
1816670	43.0161229062
615980	25.3414071885
1838989	35.517123811
5141367	35.4437642751
4394011	61.7422669174
817184	39.9785115714
3607892	65.5831992754
2335383	52.1788931409
10148695	71.4528321129
964110	31.5845702254
2616530	32.1513607717
4768422	56.9243871453
3921833	46.6531593773
2860370	32.8938913497
4626944	47.6318926704
3667185	59.0473346722
5013479	74.9052703721
4742580	47.5532305201
5792634	38.6093269487
2987563	37.9895587139
3971435	39.059181379
2092148	39.7743849861
4685321	46.9867059269
4858887	52.1097527067
4105343	67.7076921466
2377259	47.446954665
4421903	65.604469388
2902389	52.7877551906
1042738	41.3097057938
3642249	67.5028533195
816528	40.0122224835
3516439	42.710281623
2153416	51.7003217214
1044756	33.3282603785
4685848	52.1667582901
4428727	67.9969435912
3925702	63.028828984
4827779	50.9349330199
4747819	50.680259715
1932693	60.4744260987
3628883	52.4259117751
2164087	35.005062181
5227293	35.3768384516
2919720	32.7837258367
4211343	43.5074749314
2872779	32.7501001643
3914745	62.3280954443
2942168	37.9946352486
1072952	40.3369395835
2300992	38.3078689539
5654313	68.2170583765
2442826	53.3481713393
3982722	39.0700882462
4743972	47.6112843836
3192352	57.4220198775
1374583	47.4482079292
2972553	37.949701822
4769471	52.2288949865
1633951	30.3793687816
4104253	67.7082772431
3099387	44.5966896035
4633461	50.7873272269
3984240	66.7151075236
2832299	32.8342099475
4782480	55.5530185176
3404196	38.3155963993
984447	46.7155672169
2547570	45.5101920654
1072952	40.3369395835
3977794	28.2200888231
5225433	35.3652032281
6152190	55.9135689893
2876536	38.6897643555
3601386	54.884452819
1829516	38.4988707396
1871119	37.0167797986
2403515	52.0802657774
4378835	50.6231680344
3368778	40.772440333
2393449	39.6422902681
4878853	50.9992820034
8078757	50.1928205044
1643831	39.1887000549
3198337	44.6555819477
4101167	67.7115074807
5308211	57.4936452225
2775733	32.8763249203
574390	28.4825641115
3042830	39.7459930394
4919346	52.1901081973
2064722	35.6573427319
1657990	30.7991604292
4199284	66.4757134788
6295397	62.6665006194
4107418	67.7054782347
1591278	38.7783278597
5043253	71.243144058
1540768	31.4321818729
5108383	50.6995462165
3422674	38.1307130039
2560265	60.0107410756
3758274	59.7744602975
4902215	43.1542884186
5312586	50.7191601228
2945673	26.5637428187
2731870	41.0473411985
4920660	52.1770250332
1675989	30.2956045654
6500345	59.4132772953
1670781	30.5319488311
4105309	67.7075221378
4721861	43.5907791441
1738790	31.1450491434
1751565	32.9533303075
1947706	38.9881737798
4714359	64.3563207639
7074893	63.3049291346
4824850	51.0082178721
2735158	36.612071405
6883702	72.6883586768
2839253	32.8123981907
2853666	54.8335018884
2877902	32.7837431573
2758551	59.1287962412
2598702	59.2561209404
4106294	67.7055515265
2172875	35.5982281539
4380119	65.6278973243
977304	29.300401922
6570200	62.353216036
3851869	58.927575159
1796846	39.0916639489
5314581	54.7866896751
3363616	38.3850594123
1944050	60.4883619248
2872582	32.9220540963
3402093	62.0490092423
2168001	51.7286200514
1660469	38.8752816222
4361254	44.9460407488
2073113	39.8546051277
2750834	32.9629486912
1628907	30.4111898347
6083998	69.8099670644
5737227	68.437679039
2130034	37.6272867006
5439720	57.0256005824
1859830	32.304565471
1930284	37.1563977114
4603849	52.2549501515
2234477	35.1703776767
2815416	32.8641664322
884232	41.6931303097
1862487	38.3623080322
3650416	34.5263115218
3718082	59.749704283
5229095	35.8090262273
2086959	36.8198416931
4106406	67.7066515099
1762996	37.5658254471
4412379	65.608190049
4609629	50.8045007527
2643257	45.2121757362
2506167	35.3039921123
2673978	56.8831905124
4679662	52.1726569141
4658583	50.7510330931
4621385	55.1969809916
6408035	52.7834819878
1916455	32.3992997488
4534036	54.8125334691
4070270	38.9772668644
4391174	65.6208567458
5373056	57.3602061843
4497105	65.9965689038
4679953	52.1734726823
5336571	57.2836752289
3342897	54.2604513391
2152519	35.0194818257
6472489	41.8787270245
2810675	37.7160646464
4667713	52.1835639852
4353903	61.7213107412
3817036	69.7310426205
4851126	66.3240451804
6213026	66.5675147666
4969811	45.9608826171
5381436	57.355787563
1619098	39.0166006011
2918010	32.7853228742
4595814	50.9055196751
3097457	63.3843827372
4427062	65.6128601768
4617024	50.9597091113
2166321	35.0376513915
1517949	28.5715132722
1471282	41.6359338319
6283062	72.9399296076
4107596	67.7055387141
7585034	72.2958130445
3976747	38.9408227378
4728107	52.2664778949
4602594	53.6669973498
3038647	37.9807855272
5257030	65.8372503105
8322773	62.025336988
2687335	39.876941282
2263857	37.3780676076
4439387	65.6459776992
2177905	39.6545303859
4898796	50.8211609547
3345687	38.4149802417
4352852	29.9368781663
5114147	41.1101792733
4385603	70.9271678262
1044377	41.3029011554
1929905	38.9207758931
1196717	29.6640726254
4654156	52.1746800064
4401899	65.6206559942
6433441	66.4285877495
3396378	63.8794327369
2895264	46.6194792599
4637962	52.2092246551
4951765	60.8167592767
1594790	40.7897591532
4107419	67.7058025977
1634109	30.3808987038
4965474	60.7561936685
3261418	44.5771747136
3011209	31.0447730463
1869612	46.2487403804
3794983	38.7830986331
5626623	68.779479272
3302548	38.1606262801
6988209	67.4028066419
4529728	47.6401452802
4634161	52.2100116936
4978382	64.0892964823
4122625	64.2372274946
1241020	40.549870268
4027672	43.8902423037
4790451	60.0826519257
4686793	52.0472314438
9127347	45.2271180224
7023215	42.2471617343
4651794	52.2872895919
5024500	60.8162603244
7929999	72.5077392822
5200264	62.4723090982
2939026	46.3931247971
4779952	64.0766057902
5238555	63.6320321157
1894275	38.5502632933
3505011	48.4541988599
4007450	46.5965389462
2160700	47.9680659046
1111769	28.9999991005
5416633	50.5160493613
5312206	57.5025328461
6178825	61.3404814022
1863201	68.9162897615
2976340	37.9293360302
1659899	38.9444177025
4593248	46.9501320199
2144190	37.7126560613
2843201	37.8737556719
2496140	43.3996089963
3809314	29.6380660665
4950933	28.6576489724
1629815	38.6925509951
4682086	50.7746333579
2168308	51.742141799
4814265	58.686590788
4751375	52.1918812975
1013781	48.5138308964
1864731	34.9793080074
2287145	45.4827743759
3510253	40.6197502003
4992088	50.8024097332
4107430	67.7058647378
5418668	63.1101776304
4144900	62.3690076962
4345897	68.8486864737
957990	32.0699589766
2149868	41.5324103619
1769679	30.649739303
4859749	47.4688096031
6795741	66.1480330107
6492697	65.101482481
2681312	68.5703864377
5057142	61.0903747611
4684931	56.4284938241
5808624	63.1895436854
5195816	57.5884711853
4730612	52.2492861389
3742793	66.8437180469
3917761	46.4825700189
892758	28.5611554307
1687232	31.4174339984
2844696	72.4820859593
1017333	23.6816263701
3252258	44.5343204629
5292862	50.7119210741
4869298	64.254888487
1552931	34.7520913679
2903376	32.9226045817
4225490	67.4542597427
4884300	38.5589542002
1791306	38.5331149452
5581643	68.0888763398
4701875	49.6961743985
5258541	56.697152309
4654228	47.6337643966
6049576	65.6797930962
2446804	57.4598537521
3602424	56.2470991754
1830138	38.1485439896
2991840	59.0889552917
3760560	28.1847118514
4061186	43.8597000975
1157385	39.0190818094
1915554	38.5046832405
1726248	38.5525718205
4718545	50.7494577248
2571505	59.9534902713
1594544	38.8193113517
2007018	38.223673131
3186791	39.7268600294
4678926	52.1731269099
817198	39.9807635359
3068152	46.8440611808
2102324	36.8768562791
16040666	69.1023365239
4282516	44.0573718814
4134643	67.702773855
4381608	61.2722087416
5248520	57.6767355369
6317050	66.5236463223
1899877	38.6851359325
820029	32.5461660502
3363654	38.3857257613
4650856	50.8500800713
5066463	38.2722029155
1844804	38.4812695549
618983	28.5550653249
650228	33.9222549629
2770676	36.1148326257
3867627	28.2354529017
2692570	32.8145600671
3782950	50.6455015266
4728337	47.6179045614
3650813	52.4942252589
2551234	33.2571218477
2025714	42.2377492578
3836419	71.9370329466
3476943	47.177621261
2145295	51.9471681051
1684409	30.48689481
3046545	32.9447620173
829709	25.8765422576
5828436	45.6382810071
4710452	52.1474160017
4995263	67.9831872716
2173879	51.7326861339
4669813	39.8213375996
2272954	35.92171245
4111642	67.701784348
816404	40.0085006933
697724	22.4789458296
4031727	43.9029725971
1042369	41.3029359085
3592125	48.4968368306
4706287	47.8944654247
3708888	41.5730267401
6260361	42.8371782394
4068724	37.4039870977
4110608	67.702855636
5108287	28.6650691318
2343476	48.2879278474
1360898	32.5433647489
4105330	67.7079065508
5284734	57.9689346711
5227090	35.3785184491
5311527	72.5609038606
2872764	32.7504104061
5145902	46.3141738805
4410241	71.4550293283
4396119	65.6066180192
4965553	50.5661504368
4662886	47.6323461479
7096571	73.309532167
5424949	57.1242420896
2715909	32.6712713865
1958651	60.4858139607
2177343	51.7292406387
2828958	59.8640913015
5441391	67.7658157629
4106401	67.7066852458
5385946	64.8878767073
4686340	62.3422542965
4888353	33.7661785063
4546962	55.4292074576
4813854	54.5172537431
1039261	41.3296563616
4128984	67.7185234915
816292	40.0049247083
7012672	60.4866304884
3911798	59.9962216863
1496992	31.927759133
6415739	65.4905226039
4109548	67.7036744674
1869610	46.2485759062
2159490	44.8341043487
3988594	49.8590230041
4102661	67.7057646245
3630639	57.4226189935
1560342	39.1173858039
5128187	36.2184530322
4678365	52.1717736859
3026009	37.1918589799
1248112	58.4790467522
5848211	69.6498638644
6438405	60.520952006
1660685	39.018417099
4063596	38.9579820435
4494223	61.0960114796
3940614	39.1683123493
4103252	67.7096605327
5512241	60.847267019
5434745	50.6238103168
4919337	30.6717754852
4833080	52.1632375214
4990707	30.5767900219
2173513	51.7294352507
3924652	62.230027019
7497544	66.3187571824
5077489	68.350970332
2835130	32.5622105512
2240883	51.4464164349
4104176	67.7086947538
4891717	50.993444633
4335793	39.0410243293
1944537	38.455632369
2385301	59.8072947607
2206847	51.815372792
3862244	64.1645116155
2742670	59.0248188809
5330088	35.288404244
2971535	67.5243266527
7750108	34.1433564539
