Length	GC
51214	63.5997969305
32382	34.2165400531
5577	45.9566074951
67195	38.6338269216
86231	38.8978441628
49562	66.1756991243
5577	45.9745382822
42073	35.1199106315
57385	69.1853271761
43963	53.7838637036
5577	45.9745382822
58305	39.8730812109
35904	35.7536764706
